Date,incident_date,incident_subcategory,incident_id,Year
2019-08-19,2019-08-19,From Building,13,2019
2019-08-19,2019-08-19,From Vehicle,101,2019
2019-08-19,2019-08-19,Other,33,2019
2019-08-19,2019-08-19,Pickpocket,2,2019
2019-08-19,2019-08-19,Shoplifting,6,2019
2019-08-20,2019-08-20,Auto Parts,1,2019
2019-08-20,2019-08-20,Bicycle,1,2019
2019-08-20,2019-08-20,From Building,4,2019
2019-08-20,2019-08-20,From Vehicle,91,2019
2019-08-20,2019-08-20,Other,28,2019
2019-08-20,2019-08-20,Pickpocket,2,2019
2019-08-20,2019-08-20,Shoplifting,9,2019
2019-08-21,2019-08-21,Auto Parts,2,2019
2019-08-21,2019-08-21,Bicycle,3,2019
2019-08-21,2019-08-21,From Building,12,2019
2019-08-21,2019-08-21,From Vehicle,104,2019
2019-08-21,2019-08-21,Other,32,2019
2019-08-21,2019-08-21,Pickpocket,1,2019
2019-08-21,2019-08-21,Purse Snatch,1,2019
2019-08-21,2019-08-21,Shoplifting,11,2019
2019-08-22,2019-08-22,Auto Parts,1,2019
2019-08-22,2019-08-22,Bicycle,3,2019
2019-08-22,2019-08-22,From Building,11,2019
2019-08-22,2019-08-22,From Vehicle,99,2019
2019-08-22,2019-08-22,Other,22,2019
2019-08-22,2019-08-22,Pickpocket,1,2019
2019-08-22,2019-08-22,Shoplifting,5,2019
2019-08-23,2019-08-23,Bicycle,3,2019
2019-08-23,2019-08-23,From Building,12,2019
2019-08-23,2019-08-23,From Vehicle,92,2019
2019-08-23,2019-08-23,Other,34,2019
2019-08-23,2019-08-23,Pickpocket,2,2019
2019-08-23,2019-08-23,Shoplifting,8,2019
2019-08-24,2019-08-24,Bicycle,1,2019
2019-08-24,2019-08-24,From Building,6,2019
2019-08-24,2019-08-24,From Vehicle,97,2019
2019-08-24,2019-08-24,Other,42,2019
2019-08-24,2019-08-24,Pickpocket,9,2019
2019-08-24,2019-08-24,Purse Snatch,2,2019
2019-08-24,2019-08-24,Shoplifting,5,2019
2019-08-25,2019-08-25,Auto Parts,1,2019
2019-08-25,2019-08-25,Bicycle,1,2019
2019-08-25,2019-08-25,From Building,5,2019
2019-08-25,2019-08-25,From Vehicle,127,2019
2019-08-25,2019-08-25,Other,31,2019
2019-08-25,2019-08-25,Pickpocket,2,2019
2019-08-25,2019-08-25,Shoplifting,2,2019
2019-08-26,2019-08-26,Auto Parts,2,2019
2019-08-26,2019-08-26,Bicycle,1,2019
2019-08-26,2019-08-26,From Building,12,2019
2019-08-26,2019-08-26,From Vehicle,119,2019
2019-08-26,2019-08-26,Other,34,2019
2019-08-26,2019-08-26,Shoplifting,10,2019
2019-08-27,2019-08-27,Bicycle,2,2019
2019-08-27,2019-08-27,From Building,13,2019
2019-08-27,2019-08-27,From Vehicle,67,2019
2019-08-27,2019-08-27,Other,23,2019
2019-08-27,2019-08-27,Pickpocket,1,2019
2019-08-27,2019-08-27,Shoplifting,5,2019
2019-08-28,2019-08-28,Auto Parts,2,2019
2019-08-28,2019-08-28,Bicycle,1,2019
2019-08-28,2019-08-28,From Building,6,2019
2019-08-28,2019-08-28,From Vehicle,92,2019
2019-08-28,2019-08-28,Other,29,2019
2019-08-28,2019-08-28,Pickpocket,1,2019
2019-08-28,2019-08-28,Shoplifting,11,2019
2019-08-29,2019-08-29,Auto Parts,1,2019
2019-08-29,2019-08-29,Bicycle,2,2019
2019-08-29,2019-08-29,From Building,11,2019
2019-08-29,2019-08-29,From Vehicle,107,2019
2019-08-29,2019-08-29,Other,35,2019
2019-08-29,2019-08-29,Shoplifting,5,2019
2019-08-30,2019-08-30,Bicycle,1,2019
2019-08-30,2019-08-30,From Building,11,2019
2019-08-30,2019-08-30,From Vehicle,126,2019
2019-08-30,2019-08-30,Other,38,2019
2019-08-30,2019-08-30,Pickpocket,1,2019
2019-08-30,2019-08-30,Shoplifting,7,2019
2019-08-31,2019-08-31,Bicycle,3,2019
2019-08-31,2019-08-31,From Building,8,2019
2019-08-31,2019-08-31,From Vehicle,105,2019
2019-08-31,2019-08-31,Other,42,2019
2019-08-31,2019-08-31,Pickpocket,3,2019
2019-08-31,2019-08-31,Shoplifting,7,2019
2019-09-01,2019-09-01,From Building,11,2019
2019-09-01,2019-09-01,From Vehicle,127,2019
2019-09-01,2019-09-01,Other,29,2019
2019-09-01,2019-09-01,Pickpocket,1,2019
2019-09-01,2019-09-01,Shoplifting,5,2019
2019-09-02,2019-09-02,Auto Parts,2,2019
2019-09-02,2019-09-02,Bicycle,2,2019
2019-09-02,2019-09-02,From Building,9,2019
2019-09-02,2019-09-02,From Vehicle,128,2019
2019-09-02,2019-09-02,Other,22,2019
2019-09-02,2019-09-02,Pickpocket,3,2019
2019-09-02,2019-09-02,Shoplifting,7,2019
2019-09-03,2019-09-03,From Building,9,2019
2019-09-03,2019-09-03,From Vehicle,77,2019
2019-09-03,2019-09-03,Other,40,2019
2019-09-03,2019-09-03,Shoplifting,4,2019
2019-09-04,2019-09-04,From Building,6,2019
2019-09-04,2019-09-04,From Vehicle,63,2019
2019-09-04,2019-09-04,Other,22,2019
2019-09-04,2019-09-04,Pickpocket,2,2019
2019-09-04,2019-09-04,Shoplifting,10,2019
2019-09-05,2019-09-05,Bicycle,2,2019
2019-09-05,2019-09-05,From Building,5,2019
2019-09-05,2019-09-05,From Vehicle,97,2019
2019-09-05,2019-09-05,Other,28,2019
2019-09-05,2019-09-05,Shoplifting,6,2019
2019-09-06,2019-09-06,Bicycle,3,2019
2019-09-06,2019-09-06,From Building,10,2019
2019-09-06,2019-09-06,From Vehicle,123,2019
2019-09-06,2019-09-06,Other,42,2019
2019-09-06,2019-09-06,Pickpocket,4,2019
2019-09-06,2019-09-06,Shoplifting,10,2019
2019-09-07,2019-09-07,Bicycle,1,2019
2019-09-07,2019-09-07,From Building,3,2019
2019-09-07,2019-09-07,From Vehicle,91,2019
2019-09-07,2019-09-07,Other,46,2019
2019-09-07,2019-09-07,Pickpocket,1,2019
2019-09-07,2019-09-07,Shoplifting,13,2019
2019-09-08,2019-09-08,Bicycle,1,2019
2019-09-08,2019-09-08,From Building,7,2019
2019-09-08,2019-09-08,From Vehicle,85,2019
2019-09-08,2019-09-08,Other,31,2019
2019-09-08,2019-09-08,Pickpocket,1,2019
2019-09-08,2019-09-08,Shoplifting,4,2019
2019-09-09,2019-09-09,Bicycle,1,2019
2019-09-09,2019-09-09,From Building,5,2019
2019-09-09,2019-09-09,From Vehicle,73,2019
2019-09-09,2019-09-09,Other,36,2019
2019-09-09,2019-09-09,Shoplifting,8,2019
2019-09-10,2019-09-10,Auto Parts,2,2019
2019-09-10,2019-09-10,Bicycle,5,2019
2019-09-10,2019-09-10,From Building,5,2019
2019-09-10,2019-09-10,From Vehicle,74,2019
2019-09-10,2019-09-10,Other,17,2019
2019-09-10,2019-09-10,Pickpocket,2,2019
2019-09-10,2019-09-10,Shoplifting,8,2019
2019-09-11,2019-09-11,Bicycle,2,2019
2019-09-11,2019-09-11,From Building,8,2019
2019-09-11,2019-09-11,From Vehicle,82,2019
2019-09-11,2019-09-11,Other,33,2019
2019-09-11,2019-09-11,Pickpocket,2,2019
2019-09-11,2019-09-11,Shoplifting,10,2019
2019-09-12,2019-09-12,Auto Parts,1,2019
2019-09-12,2019-09-12,Bicycle,1,2019
2019-09-12,2019-09-12,From Building,5,2019
2019-09-12,2019-09-12,From Vehicle,81,2019
2019-09-12,2019-09-12,Other,27,2019
2019-09-12,2019-09-12,Pickpocket,6,2019
2019-09-12,2019-09-12,Shoplifting,4,2019
2019-09-13,2019-09-13,Bicycle,2,2019
2019-09-13,2019-09-13,From Building,9,2019
2019-09-13,2019-09-13,From Vehicle,68,2019
2019-09-13,2019-09-13,Other,43,2019
2019-09-13,2019-09-13,Pickpocket,4,2019
2019-09-13,2019-09-13,Shoplifting,3,2019
2019-09-14,2019-09-14,Bicycle,2,2019
2019-09-14,2019-09-14,From Building,9,2019
2019-09-14,2019-09-14,From Vehicle,105,2019
2019-09-14,2019-09-14,Other,44,2019
2019-09-14,2019-09-14,Pickpocket,4,2019
2019-09-14,2019-09-14,Shoplifting,5,2019
2019-09-15,2019-09-15,Auto Parts,1,2019
2019-09-15,2019-09-15,From Building,3,2019
2019-09-15,2019-09-15,From Vehicle,97,2019
2019-09-15,2019-09-15,Other,38,2019
2019-09-15,2019-09-15,Pickpocket,1,2019
2019-09-15,2019-09-15,Shoplifting,4,2019
2019-09-16,2019-09-16,Auto Parts,1,2019
2019-09-16,2019-09-16,Bicycle,3,2019
2019-09-16,2019-09-16,From Building,10,2019
2019-09-16,2019-09-16,From Vehicle,85,2019
2019-09-16,2019-09-16,Other,30,2019
2019-09-16,2019-09-16,Pickpocket,2,2019
2019-09-16,2019-09-16,Shoplifting,10,2019
2019-09-17,2019-09-17,Auto Parts,1,2019
2019-09-17,2019-09-17,Bicycle,3,2019
2019-09-17,2019-09-17,From Building,8,2019
2019-09-17,2019-09-17,From Vehicle,68,2019
2019-09-17,2019-09-17,Other,34,2019
2019-09-17,2019-09-17,Pickpocket,3,2019
2019-09-17,2019-09-17,Shoplifting,5,2019
2019-09-18,2019-09-18,Bicycle,1,2019
2019-09-18,2019-09-18,From Building,10,2019
2019-09-18,2019-09-18,From Vehicle,87,2019
2019-09-18,2019-09-18,Other,31,2019
2019-09-18,2019-09-18,Pickpocket,2,2019
2019-09-18,2019-09-18,Shoplifting,7,2019
2019-09-19,2019-09-19,Auto Parts,3,2019
2019-09-19,2019-09-19,Bicycle,2,2019
2019-09-19,2019-09-19,From Building,9,2019
2019-09-19,2019-09-19,From Vehicle,89,2019
2019-09-19,2019-09-19,Other,36,2019
2019-09-19,2019-09-19,Pickpocket,2,2019
2019-09-19,2019-09-19,Shoplifting,10,2019
2019-09-20,2019-09-20,Bicycle,7,2019
2019-09-20,2019-09-20,From Building,18,2019
2019-09-20,2019-09-20,From Vehicle,89,2019
2019-09-20,2019-09-20,Other,38,2019
2019-09-20,2019-09-20,Pickpocket,3,2019
2019-09-20,2019-09-20,Shoplifting,13,2019
2019-09-21,2019-09-21,Bicycle,3,2019
2019-09-21,2019-09-21,From Building,3,2019
2019-09-21,2019-09-21,From Vehicle,94,2019
2019-09-21,2019-09-21,Other,40,2019
2019-09-21,2019-09-21,Pickpocket,3,2019
2019-09-21,2019-09-21,Shoplifting,9,2019
2019-09-22,2019-09-22,Auto Parts,1,2019
2019-09-22,2019-09-22,Bicycle,4,2019
2019-09-22,2019-09-22,From Building,11,2019
2019-09-22,2019-09-22,From Vehicle,86,2019
2019-09-22,2019-09-22,Other,35,2019
2019-09-22,2019-09-22,Pickpocket,1,2019
2019-09-22,2019-09-22,Shoplifting,5,2019
2019-09-23,2019-09-23,From Building,7,2019
2019-09-23,2019-09-23,From Vehicle,73,2019
2019-09-23,2019-09-23,Other,33,2019
2019-09-23,2019-09-23,Pickpocket,2,2019
2019-09-23,2019-09-23,Shoplifting,5,2019
2019-09-24,2019-09-24,Auto Parts,2,2019
2019-09-24,2019-09-24,Bicycle,6,2019
2019-09-24,2019-09-24,From Building,4,2019
2019-09-24,2019-09-24,From Vehicle,93,2019
2019-09-24,2019-09-24,Other,33,2019
2019-09-24,2019-09-24,Shoplifting,9,2019
2019-09-25,2019-09-25,Auto Parts,1,2019
2019-09-25,2019-09-25,Bicycle,3,2019
2019-09-25,2019-09-25,From Building,6,2019
2019-09-25,2019-09-25,From Vehicle,98,2019
2019-09-25,2019-09-25,Other,26,2019
2019-09-25,2019-09-25,Pickpocket,5,2019
2019-09-25,2019-09-25,Shoplifting,8,2019
2019-09-26,2019-09-26,Auto Parts,3,2019
2019-09-26,2019-09-26,From Building,8,2019
2019-09-26,2019-09-26,From Vehicle,102,2019
2019-09-26,2019-09-26,Other,36,2019
2019-09-26,2019-09-26,Pickpocket,2,2019
2019-09-26,2019-09-26,Shoplifting,7,2019
2019-09-27,2019-09-27,Auto Parts,1,2019
2019-09-27,2019-09-27,Bicycle,3,2019
2019-09-27,2019-09-27,From Building,4,2019
2019-09-27,2019-09-27,From Vehicle,100,2019
2019-09-27,2019-09-27,Other,43,2019
2019-09-27,2019-09-27,Pickpocket,7,2019
2019-09-27,2019-09-27,Shoplifting,10,2019
2019-09-28,2019-09-28,Auto Parts,3,2019
2019-09-28,2019-09-28,Bicycle,1,2019
2019-09-28,2019-09-28,From Building,6,2019
2019-09-28,2019-09-28,From Vehicle,111,2019
2019-09-28,2019-09-28,Other,43,2019
2019-09-28,2019-09-28,Shoplifting,9,2019
2019-09-29,2019-09-29,Auto Parts,2,2019
2019-09-29,2019-09-29,From Building,11,2019
2019-09-29,2019-09-29,From Vehicle,123,2019
2019-09-29,2019-09-29,Other,30,2019
2019-09-29,2019-09-29,Pickpocket,1,2019
2019-09-29,2019-09-29,Shoplifting,5,2019
2019-09-30,2019-09-30,Auto Parts,2,2019
2019-09-30,2019-09-30,Bicycle,1,2019
2019-09-30,2019-09-30,From Building,9,2019
2019-09-30,2019-09-30,From Vehicle,97,2019
2019-09-30,2019-09-30,Other,40,2019
2019-09-30,2019-09-30,Pickpocket,4,2019
2019-09-30,2019-09-30,Shoplifting,5,2019
2019-10-01,2019-10-01,Bicycle,4,2019
2019-10-01,2019-10-01,From Building,6,2019
2019-10-01,2019-10-01,From Vehicle,99,2019
2019-10-01,2019-10-01,Other,32,2019
2019-10-01,2019-10-01,Pickpocket,2,2019
2019-10-01,2019-10-01,Shoplifting,7,2019
2019-10-02,2019-10-02,Bicycle,5,2019
2019-10-02,2019-10-02,From Building,16,2019
2019-10-02,2019-10-02,From Vehicle,118,2019
2019-10-02,2019-10-02,Other,50,2019
2019-10-02,2019-10-02,Shoplifting,7,2019
2019-10-03,2019-10-03,Auto Parts,3,2019
2019-10-03,2019-10-03,Bicycle,1,2019
2019-10-03,2019-10-03,From Building,9,2019
2019-10-03,2019-10-03,From Vehicle,91,2019
2019-10-03,2019-10-03,Other,29,2019
2019-10-03,2019-10-03,Pickpocket,4,2019
2019-10-03,2019-10-03,Shoplifting,6,2019
2019-10-04,2019-10-04,Auto Parts,1,2019
2019-10-04,2019-10-04,Bicycle,5,2019
2019-10-04,2019-10-04,From Building,7,2019
2019-10-04,2019-10-04,From Vehicle,142,2019
2019-10-04,2019-10-04,Other,47,2019
2019-10-04,2019-10-04,Pickpocket,2,2019
2019-10-04,2019-10-04,Shoplifting,6,2019
2019-10-05,2019-10-05,Auto Parts,2,2019
2019-10-05,2019-10-05,Bicycle,3,2019
2019-10-05,2019-10-05,From Building,13,2019
2019-10-05,2019-10-05,From Vehicle,107,2019
2019-10-05,2019-10-05,Other,42,2019
2019-10-05,2019-10-05,Pickpocket,8,2019
2019-10-05,2019-10-05,Shoplifting,10,2019
2019-10-06,2019-10-06,Bicycle,1,2019
2019-10-06,2019-10-06,From Building,10,2019
2019-10-06,2019-10-06,From Vehicle,130,2019
2019-10-06,2019-10-06,Other,42,2019
2019-10-06,2019-10-06,Pickpocket,2,2019
2019-10-06,2019-10-06,Shoplifting,3,2019
2019-10-07,2019-10-07,Bicycle,7,2019
2019-10-07,2019-10-07,From Building,7,2019
2019-10-07,2019-10-07,From Vehicle,76,2019
2019-10-07,2019-10-07,Other,26,2019
2019-10-07,2019-10-07,Purse Snatch,1,2019
2019-10-07,2019-10-07,Shoplifting,2,2019
2019-10-08,2019-10-08,Bicycle,3,2019
2019-10-08,2019-10-08,From Building,6,2019
2019-10-08,2019-10-08,From Vehicle,81,2019
2019-10-08,2019-10-08,Other,28,2019
2019-10-08,2019-10-08,Pickpocket,1,2019
2019-10-08,2019-10-08,Shoplifting,8,2019
2019-10-09,2019-10-09,Bicycle,2,2019
2019-10-09,2019-10-09,From Building,12,2019
2019-10-09,2019-10-09,From Vehicle,97,2019
2019-10-09,2019-10-09,Other,26,2019
2019-10-09,2019-10-09,Pickpocket,1,2019
2019-10-09,2019-10-09,Shoplifting,9,2019
2019-10-10,2019-10-10,Auto Parts,1,2019
2019-10-10,2019-10-10,Bicycle,1,2019
2019-10-10,2019-10-10,From Building,12,2019
2019-10-10,2019-10-10,From Vehicle,99,2019
2019-10-10,2019-10-10,Other,31,2019
2019-10-10,2019-10-10,Shoplifting,14,2019
2019-10-11,2019-10-11,Bicycle,2,2019
2019-10-11,2019-10-11,From Building,8,2019
2019-10-11,2019-10-11,From Vehicle,95,2019
2019-10-11,2019-10-11,Other,48,2019
2019-10-11,2019-10-11,Pickpocket,3,2019
2019-10-11,2019-10-11,Shoplifting,7,2019
2019-10-12,2019-10-12,Auto Parts,1,2019
2019-10-12,2019-10-12,From Building,10,2019
2019-10-12,2019-10-12,From Vehicle,90,2019
2019-10-12,2019-10-12,Other,45,2019
2019-10-12,2019-10-12,Pickpocket,3,2019
2019-10-12,2019-10-12,Shoplifting,8,2019
2019-10-13,2019-10-13,From Building,5,2019
2019-10-13,2019-10-13,From Vehicle,74,2019
2019-10-13,2019-10-13,Other,33,2019
2019-10-13,2019-10-13,Pickpocket,3,2019
2019-10-13,2019-10-13,Shoplifting,2,2019
2019-10-14,2019-10-14,Auto Parts,2,2019
2019-10-14,2019-10-14,Bicycle,3,2019
2019-10-14,2019-10-14,From Building,9,2019
2019-10-14,2019-10-14,From Vehicle,84,2019
2019-10-14,2019-10-14,Other,24,2019
2019-10-14,2019-10-14,Shoplifting,10,2019
2019-10-15,2019-10-15,Auto Parts,1,2019
2019-10-15,2019-10-15,Bicycle,1,2019
2019-10-15,2019-10-15,From Building,10,2019
2019-10-15,2019-10-15,From Vehicle,104,2019
2019-10-15,2019-10-15,Other,28,2019
2019-10-15,2019-10-15,Pickpocket,1,2019
2019-10-15,2019-10-15,Shoplifting,9,2019
2019-10-16,2019-10-16,Bicycle,2,2019
2019-10-16,2019-10-16,From Building,8,2019
2019-10-16,2019-10-16,From Vehicle,106,2019
2019-10-16,2019-10-16,Other,38,2019
2019-10-16,2019-10-16,Shoplifting,11,2019
2019-10-17,2019-10-17,Auto Parts,1,2019
2019-10-17,2019-10-17,Bicycle,3,2019
2019-10-17,2019-10-17,From Building,13,2019
2019-10-17,2019-10-17,From Vehicle,110,2019
2019-10-17,2019-10-17,Other,30,2019
2019-10-17,2019-10-17,Purse Snatch,1,2019
2019-10-17,2019-10-17,Shoplifting,6,2019
2019-10-18,2019-10-18,Auto Parts,1,2019
2019-10-18,2019-10-18,Bicycle,3,2019
2019-10-18,2019-10-18,From Building,11,2019
2019-10-18,2019-10-18,From Vehicle,139,2019
2019-10-18,2019-10-18,Other,38,2019
2019-10-18,2019-10-18,Pickpocket,1,2019
2019-10-18,2019-10-18,Purse Snatch,1,2019
2019-10-18,2019-10-18,Shoplifting,5,2019
2019-10-19,2019-10-19,Auto Parts,1,2019
2019-10-19,2019-10-19,Bicycle,3,2019
2019-10-19,2019-10-19,From Building,5,2019
2019-10-19,2019-10-19,From Vehicle,110,2019
2019-10-19,2019-10-19,Other,44,2019
2019-10-19,2019-10-19,Pickpocket,2,2019
2019-10-19,2019-10-19,Shoplifting,10,2019
2019-10-20,2019-10-20,Bicycle,5,2019
2019-10-20,2019-10-20,From Building,8,2019
2019-10-20,2019-10-20,From Vehicle,87,2019
2019-10-20,2019-10-20,Other,35,2019
2019-10-20,2019-10-20,Shoplifting,6,2019
2019-10-21,2019-10-21,Auto Parts,2,2019
2019-10-21,2019-10-21,Bicycle,2,2019
2019-10-21,2019-10-21,From Building,8,2019
2019-10-21,2019-10-21,From Vehicle,73,2019
2019-10-21,2019-10-21,Other,37,2019
2019-10-21,2019-10-21,Pickpocket,2,2019
2019-10-21,2019-10-21,Shoplifting,8,2019
2019-10-22,2019-10-22,From Building,5,2019
2019-10-22,2019-10-22,From Vehicle,70,2019
2019-10-22,2019-10-22,Other,29,2019
2019-10-22,2019-10-22,Purse Snatch,1,2019
2019-10-22,2019-10-22,Shoplifting,6,2019
2019-10-23,2019-10-23,Bicycle,1,2019
2019-10-23,2019-10-23,From Building,11,2019
2019-10-23,2019-10-23,From Vehicle,107,2019
2019-10-23,2019-10-23,Other,37,2019
2019-10-23,2019-10-23,Pickpocket,2,2019
2019-10-23,2019-10-23,Shoplifting,9,2019
2019-10-24,2019-10-24,Bicycle,4,2019
2019-10-24,2019-10-24,From Building,4,2019
2019-10-24,2019-10-24,From Vehicle,98,2019
2019-10-24,2019-10-24,Other,43,2019
2019-10-24,2019-10-24,Pickpocket,1,2019
2019-10-24,2019-10-24,Shoplifting,6,2019
2019-10-25,2019-10-25,Bicycle,1,2019
2019-10-25,2019-10-25,From Building,10,2019
2019-10-25,2019-10-25,From Vehicle,113,2019
2019-10-25,2019-10-25,Other,43,2019
2019-10-25,2019-10-25,Pickpocket,2,2019
2019-10-25,2019-10-25,Shoplifting,5,2019
2019-10-26,2019-10-26,From Building,10,2019
2019-10-26,2019-10-26,From Vehicle,108,2019
2019-10-26,2019-10-26,Other,50,2019
2019-10-26,2019-10-26,Pickpocket,5,2019
2019-10-26,2019-10-26,Shoplifting,11,2019
2019-10-27,2019-10-27,Auto Parts,1,2019
2019-10-27,2019-10-27,Bicycle,3,2019
2019-10-27,2019-10-27,From Building,5,2019
2019-10-27,2019-10-27,From Vehicle,94,2019
2019-10-27,2019-10-27,Other,33,2019
2019-10-27,2019-10-27,Pickpocket,1,2019
2019-10-27,2019-10-27,Shoplifting,6,2019
2019-10-28,2019-10-28,Bicycle,1,2019
2019-10-28,2019-10-28,From Building,9,2019
2019-10-28,2019-10-28,From Vehicle,123,2019
2019-10-28,2019-10-28,Other,31,2019
2019-10-28,2019-10-28,Shoplifting,10,2019
2019-10-29,2019-10-29,Bicycle,4,2019
2019-10-29,2019-10-29,From Building,8,2019
2019-10-29,2019-10-29,From Vehicle,89,2019
2019-10-29,2019-10-29,Other,31,2019
2019-10-29,2019-10-29,Shoplifting,11,2019
2019-10-30,2019-10-30,Bicycle,2,2019
2019-10-30,2019-10-30,From Building,9,2019
2019-10-30,2019-10-30,From Vehicle,130,2019
2019-10-30,2019-10-30,Other,26,2019
2019-10-30,2019-10-30,Pickpocket,3,2019
2019-10-30,2019-10-30,Shoplifting,11,2019
2019-10-31,2019-10-31,From Building,6,2019
2019-10-31,2019-10-31,From Vehicle,71,2019
2019-10-31,2019-10-31,Other,43,2019
2019-10-31,2019-10-31,Pickpocket,2,2019
2019-10-31,2019-10-31,Shoplifting,5,2019
2019-11-01,2019-11-01,Bicycle,3,2019
2019-11-01,2019-11-01,From Building,7,2019
2019-11-01,2019-11-01,From Vehicle,85,2019
2019-11-01,2019-11-01,Other,59,2019
2019-11-01,2019-11-01,Pickpocket,3,2019
2019-11-01,2019-11-01,Shoplifting,8,2019
2019-11-02,2019-11-02,Bicycle,2,2019
2019-11-02,2019-11-02,From Building,13,2019
2019-11-02,2019-11-02,From Vehicle,89,2019
2019-11-02,2019-11-02,Other,27,2019
2019-11-02,2019-11-02,Pickpocket,6,2019
2019-11-02,2019-11-02,Shoplifting,8,2019
2019-11-03,2019-11-03,Bicycle,3,2019
2019-11-03,2019-11-03,From Building,9,2019
2019-11-03,2019-11-03,From Vehicle,51,2019
2019-11-03,2019-11-03,Other,29,2019
2019-11-03,2019-11-03,Pickpocket,3,2019
2019-11-03,2019-11-03,Shoplifting,3,2019
2019-11-04,2019-11-04,Bicycle,2,2019
2019-11-04,2019-11-04,From Building,2,2019
2019-11-04,2019-11-04,From Vehicle,100,2019
2019-11-04,2019-11-04,Other,25,2019
2019-11-04,2019-11-04,Pickpocket,6,2019
2019-11-04,2019-11-04,Shoplifting,4,2019
2019-11-05,2019-11-05,Bicycle,3,2019
2019-11-05,2019-11-05,From Building,10,2019
2019-11-05,2019-11-05,From Vehicle,71,2019
2019-11-05,2019-11-05,Other,27,2019
2019-11-05,2019-11-05,Pickpocket,4,2019
2019-11-05,2019-11-05,Shoplifting,6,2019
2019-11-06,2019-11-06,Bicycle,2,2019
2019-11-06,2019-11-06,From Building,9,2019
2019-11-06,2019-11-06,From Vehicle,68,2019
2019-11-06,2019-11-06,Other,31,2019
2019-11-06,2019-11-06,Shoplifting,10,2019
2019-11-07,2019-11-07,From Building,10,2019
2019-11-07,2019-11-07,From Vehicle,66,2019
2019-11-07,2019-11-07,Other,32,2019
2019-11-07,2019-11-07,Shoplifting,8,2019
2019-11-08,2019-11-08,Bicycle,2,2019
2019-11-08,2019-11-08,From Building,12,2019
2019-11-08,2019-11-08,From Vehicle,73,2019
2019-11-08,2019-11-08,Other,40,2019
2019-11-08,2019-11-08,Pickpocket,1,2019
2019-11-08,2019-11-08,Shoplifting,16,2019
2019-11-09,2019-11-09,Bicycle,3,2019
2019-11-09,2019-11-09,From Building,4,2019
2019-11-09,2019-11-09,From Vehicle,69,2019
2019-11-09,2019-11-09,Other,38,2019
2019-11-09,2019-11-09,Pickpocket,2,2019
2019-11-09,2019-11-09,Shoplifting,3,2019
2019-11-10,2019-11-10,Bicycle,1,2019
2019-11-10,2019-11-10,From Building,7,2019
2019-11-10,2019-11-10,From Vehicle,90,2019
2019-11-10,2019-11-10,Other,46,2019
2019-11-10,2019-11-10,Pickpocket,1,2019
2019-11-10,2019-11-10,Purse Snatch,1,2019
2019-11-10,2019-11-10,Shoplifting,9,2019
2019-11-11,2019-11-11,Bicycle,2,2019
2019-11-11,2019-11-11,From Building,7,2019
2019-11-11,2019-11-11,From Vehicle,95,2019
2019-11-11,2019-11-11,Other,41,2019
2019-11-11,2019-11-11,Pickpocket,1,2019
2019-11-11,2019-11-11,Shoplifting,4,2019
2019-11-12,2019-11-12,Auto Parts,1,2019
2019-11-12,2019-11-12,Bicycle,3,2019
2019-11-12,2019-11-12,From Building,17,2019
2019-11-12,2019-11-12,From Vehicle,77,2019
2019-11-12,2019-11-12,Other,22,2019
2019-11-12,2019-11-12,Pickpocket,3,2019
2019-11-12,2019-11-12,Shoplifting,12,2019
2019-11-13,2019-11-13,Auto Parts,1,2019
2019-11-13,2019-11-13,Bicycle,3,2019
2019-11-13,2019-11-13,From Building,4,2019
2019-11-13,2019-11-13,From Vehicle,102,2019
2019-11-13,2019-11-13,Other,36,2019
2019-11-13,2019-11-13,Purse Snatch,1,2019
2019-11-13,2019-11-13,Shoplifting,6,2019
2019-11-14,2019-11-14,Bicycle,1,2019
2019-11-14,2019-11-14,From Building,3,2019
2019-11-14,2019-11-14,From Vehicle,90,2019
2019-11-14,2019-11-14,Other,30,2019
2019-11-14,2019-11-14,Pickpocket,1,2019
2019-11-14,2019-11-14,Shoplifting,4,2019
2019-11-15,2019-11-15,Auto Parts,1,2019
2019-11-15,2019-11-15,Bicycle,3,2019
2019-11-15,2019-11-15,From Building,10,2019
2019-11-15,2019-11-15,From Vehicle,88,2019
2019-11-15,2019-11-15,Other,47,2019
2019-11-15,2019-11-15,Pickpocket,1,2019
2019-11-15,2019-11-15,Shoplifting,8,2019
2019-11-16,2019-11-16,Bicycle,4,2019
2019-11-16,2019-11-16,From Building,8,2019
2019-11-16,2019-11-16,From Vehicle,81,2019
2019-11-16,2019-11-16,Other,40,2019
2019-11-16,2019-11-16,Pickpocket,1,2019
2019-11-16,2019-11-16,Shoplifting,11,2019
2019-11-17,2019-11-17,Bicycle,2,2019
2019-11-17,2019-11-17,From Building,2,2019
2019-11-17,2019-11-17,From Vehicle,97,2019
2019-11-17,2019-11-17,Other,38,2019
2019-11-17,2019-11-17,Pickpocket,4,2019
2019-11-17,2019-11-17,Shoplifting,11,2019
2019-11-18,2019-11-18,Auto Parts,1,2019
2019-11-18,2019-11-18,From Building,5,2019
2019-11-18,2019-11-18,From Vehicle,64,2019
2019-11-18,2019-11-18,Other,25,2019
2019-11-18,2019-11-18,Shoplifting,7,2019
2019-11-19,2019-11-19,Auto Parts,2,2019
2019-11-19,2019-11-19,Bicycle,3,2019
2019-11-19,2019-11-19,From Building,5,2019
